Equipment_Type,Temperature,Pressure,Vibration,Operating_Hours,Failure_Class
Generator,103.12,0.0,2.39,162205,Critical
Storage Tank,59.85,1.44,0.0,135421,Healthy
Heat Exchanger,112.9,14.84,0.0,80048,Healthy
Generator,63.72,0.0,0.66,62023,Healthy
Storage Tank,34.08,3.71,0.0,207842,Warning
Generator,44.91,0.0,0.6,79173,Healthy
Furnace,526.76,1.19,0.0,55397,Healthy
Compressor,84.08,19.49,3.93,93894,Warning
Furnace,659.35,7.84,0.0,127949,Warning
Turbine,352.79,33.72,1.07,34683,Healthy
Valve,161.14,18.09,0.0,27270,Healthy
Motor,71.28,0.0,1.82,33416,Healthy
Heat Exchanger,147.9,22.8,0.0,135670,Warning
Pump,54.7,8.86,1.98,25876,Healthy
Cooling System,43.43,2.85,0.6,35721,Healthy
Pump,69.31,13.4,1.99,34228,Healthy
Furnace,512.26,7.58,0.0,159837,Warning
Turbine,487.98,104.12,4.31,231903,Failure
Compressor,105.41,20.56,3.31,24642,Healthy
Compressor,188.74,63.29,5.15,162087,Failure
Reactor,196.19,27.57,0.0,69503,Healthy
Distillation Column,249.92,4.04,0.0,40786,Healthy
Reactor,225.44,57.27,0.0,27143,Healthy
Distillation Column,251.77,1.52,0.0,57991,Healthy
Turbine,227.6,53.86,1.46,35931,Healthy
Motor,69.82,0.0,2.0,16400,Healthy
Storage Tank,31.34,1.56,0.0,132509,Healthy
Motor,62.67,0.0,1.72,38669,Healthy
Turbine,217.09,45.7,1.77,74679,Healthy
Compressor,114.6,35.47,2.59,51557,Healthy
Storage Tank,91.62,5.23,0.0,359867,Failure
Heat Exchanger,128.37,17.01,0.0,10965,Healthy
Generator,101.32,0.0,2.39,158748,Critical
Boiler,192.77,41.11,0.0,96751,Healthy
Turbine,343.53,65.4,1.86,66404,Healthy
Furnace,769.54,4.76,0.0,162439,Warning
Motor,70.3,0.0,1.78,51564,Healthy
Storage Tank,32.51,1.02,0.0,36950,Healthy
Cooling System,33.68,2.62,1.19,54640,Healthy
Pump,103.65,6.73,1.82,83603,Warning
Generator,70.96,0.0,1.35,12207,Healthy
Boiler,240.86,98.27,0.0,128195,Warning
Distillation Column,337.44,7.64,0.0,219754,Critical
Instrumentation,2.76,9.26,0.0,41599,Healthy
Heat Exchanger,260.68,31.52,0.0,199120,Failure
Boiler,175.77,91.2,0.0,120276,Warning
Cooling System,31.46,2.25,1.17,29565,Healthy
Turbine,420.42,31.55,3.56,167077,Critical
Pump,125.47,24.59,4.7,180926,Failure
Reactor,416.2,30.15,0.0,155910,Warning
Compressor,178.32,62.4,5.06,146329,Failure
Pipeline,24.78,16.0,0.0,76027,Healthy
Storage Tank,38.28,2.17,0.0,96081,Healthy
Boiler,313.84,59.52,0.0,115258,Warning
Compressor,51.11,30.79,2.28,59801,Healthy
Pipeline,23.52,53.31,0.0,192827,Warning
Motor,84.09,0.0,0.75,68862,Warning
Reactor,252.06,56.47,0.0,56463,Healthy
Pipeline,28.51,23.62,0.0,74697,Healthy
Instrumentation,74.64,17.81,0.0,29399,Healthy
Storage Tank,33.65,2.72,0.0,65192,Healthy
Pipeline,131.9,37.42,0.0,46537,Healthy
Valve,134.71,4.1,0.0,55593,Healthy
Reactor,252.8,39.16,0.0,31221,Healthy
Storage Tank,28.12,0.18,0.0,119015,Healthy
Pump,44.57,14.45,1.81,18269,Healthy
Heat Exchanger,114.9,20.42,0.0,34902,Healthy
Reactor,445.71,79.29,0.0,297469,Failure
Compressor,165.06,39.07,4.46,135440,Critical
Boiler,230.92,25.82,0.0,16105,Healthy
Motor,59.24,0.0,1.97,46116,Healthy
Heat Exchanger,95.22,16.05,0.0,59324,Healthy
Turbine,243.1,21.75,1.62,85767,Healthy
Storage Tank,84.81,4.7,0.0,233767,Critical
Motor,93.2,0.0,2.94,113582,Critical
Compressor,68.12,20.58,2.41,62160,Healthy
Distillation Column,310.24,1.02,0.0,123977,Warning
Boiler,150.77,60.56,0.0,74926,Healthy
Instrumentation,99.41,6.16,0.0,50874,Warning
Heat Exchanger,186.02,7.32,0.0,83248,Healthy
Instrumentation,22.61,26.97,0.0,13849,Healthy
Compressor,93.23,19.24,1.83,24582,Healthy
Motor,52.48,0.0,1.6,38537,Healthy
Pipeline,84.68,30.24,0.0,72875,Healthy
Pump,50.83,5.82,1.7,41332,Healthy
Cooling System,45.7,8.81,1.92,148539,Critical
Valve,184.06,34.38,0.0,55571,Healthy
Cooling System,37.05,5.14,1.46,14820,Healthy
Heat Exchanger,220.67,26.85,0.0,188396,Critical
Heat Exchanger,241.69,26.16,0.0,148908,Critical
Motor,62.14,0.0,2.3,78611,Warning
Pipeline,184.08,63.52,0.0,278084,Failure
Pipeline,193.4,61.54,0.0,294955,Failure
Cooling System,21.77,2.11,0.81,31847,Healthy
Heat Exchanger,203.16,13.76,0.0,92024,Warning
Pipeline,88.63,52.13,0.0,148916,Warning
Compressor,150.13,15.39,1.12,71744,Warning
Furnace,579.61,5.67,0.0,51863,Healthy
Furnace,922.43,10.62,0.0,278147,Failure
Compressor,188.82,62.14,5.35,150855,Failure
Distillation Column,124.27,4.62,0.0,19383,Healthy
Reactor,294.36,31.82,0.0,47579,Healthy
Distillation Column,369.13,8.06,0.0,237168,Failure
Valve,210.6,38.17,0.0,109261,Warning
Generator,95.47,0.0,1.37,125490,Warning
Motor,50.66,0.0,1.92,35308,Healthy
Turbine,352.06,86.32,1.52,106676,Warning
Furnace,569.32,2.56,0.0,71114,Healthy
Turbine,406.79,76.45,2.43,116749,Warning
Pipeline,40.57,50.99,0.0,154382,Warning
Reactor,323.29,27.91,0.0,35775,Healthy
Cooling System,21.07,5.41,1.04,68980,Healthy
Valve,58.8,20.56,0.0,68260,Healthy
Distillation Column,236.42,4.76,0.0,25362,Healthy
Furnace,920.63,10.94,0.0,255104,Failure
Instrumentation,2.02,11.06,0.0,34750,Healthy
Heat Exchanger,199.49,12.65,0.0,141737,Warning
Motor,59.37,0.0,1.54,9292,Healthy
Motor,66.84,0.0,2.32,62385,Warning
Cooling System,35.97,3.96,0.73,10570,Healthy
Boiler,267.61,53.24,0.0,39965,Healthy
Furnace,591.95,5.81,0.0,74849,Healthy
Storage Tank,36.89,1.81,0.0,138962,Healthy
Compressor,98.55,24.86,1.68,56493,Healthy
Instrumentation,28.52,26.13,0.0,35443,Healthy
Pump,81.07,13.64,2.05,66547,Healthy
Storage Tank,83.27,4.73,0.0,251812,Critical
Pipeline,124.73,26.29,0.0,22354,Healthy
Motor,56.13,0.0,2.1,39411,Healthy
Heat Exchanger,256.67,32.96,0.0,236075,Failure
Instrumentation,9.35,14.2,0.0,23593,Healthy
Boiler,174.16,68.33,0.0,60336,Healthy
Pipeline,33.98,29.52,0.0,47522,Healthy
Storage Tank,83.25,4.77,0.0,278765,Critical
Heat Exchanger,241.97,27.83,0.0,195645,Critical
Distillation Column,212.49,2.14,0.0,76965,Healthy
Turbine,194.01,23.57,1.95,22507,Healthy
Motor,96.4,0.0,3.08,148676,Failure
Cooling System,39.07,2.63,1.17,19020,Healthy
Turbine,214.51,33.79,2.12,13703,Healthy
Furnace,784.02,1.25,0.0,120867,Warning
Compressor,182.09,62.26,5.11,144739,Failure
Furnace,635.18,2.63,0.0,13667,Healthy
Boiler,298.85,62.24,0.0,168383,Warning
Generator,74.57,0.0,0.57,34533,Healthy
Boiler,157.45,71.55,0.0,66698,Healthy
Furnace,387.26,2.55,0.0,82805,Healthy
Turbine,227.92,64.37,0.69,83507,Healthy
Pipeline,24.21,50.54,0.0,144033,Warning
Distillation Column,133.76,5.81,0.0,23172,Healthy
Pump,82.43,7.12,1.69,10972,Healthy
Storage Tank,47.95,1.28,0.0,77511,Healthy
Reactor,192.34,55.42,0.0,48388,Healthy
Furnace,536.33,4.72,0.0,66229,Healthy
Boiler,229.14,39.7,0.0,88558,Healthy
Turbine,298.19,72.92,1.2,27158,Healthy
Turbine,432.75,94.21,1.72,151378,Critical
Pipeline,177.17,59.31,0.0,224923,Critical
Heat Exchanger,127.71,16.83,0.0,13329,Healthy
Distillation Column,247.57,4.8,0.0,56734,Healthy
Storage Tank,64.18,0.57,0.0,95516,Healthy
Heat Exchanger,126.53,23.57,0.0,132041,Warning
Furnace,647.48,5.66,0.0,65887,Healthy
Reactor,318.2,40.3,0.0,14247,Healthy
Compressor,63.51,25.96,1.65,55688,Healthy
Turbine,221.0,62.09,1.96,55924,Healthy
Compressor,125.61,27.03,3.17,56118,Healthy
Motor,77.38,0.0,1.31,81080,Warning
Turbine,451.0,100.0,4.11,219571,Failure
Instrumentation,114.62,39.97,0.0,76183,Critical
Instrumentation,61.34,17.42,0.0,26378,Healthy
Turbine,191.05,38.56,2.96,87001,Healthy
Compressor,103.1,19.13,3.87,99775,Warning
Pump,44.85,11.84,2.76,51692,Healthy
Turbine,182.12,87.65,1.31,118424,Warning
Motor,59.04,0.0,1.45,45919,Healthy
Distillation Column,181.52,4.0,0.0,95968,Healthy
Motor,80.01,0.0,1.09,81534,Warning
Generator,75.57,0.0,0.84,36001,Healthy
Distillation Column,129.12,2.35,0.0,86421,Healthy
Boiler,220.69,97.09,0.0,167655,Warning
Reactor,202.02,29.6,0.0,62099,Healthy
Generator,84.59,0.0,0.81,55397,Healthy
Turbine,168.68,55.14,0.65,32637,Healthy
Cooling System,30.78,2.85,1.21,39747,Healthy
Motor,69.45,0.0,2.03,16765,Healthy
Turbine,443.36,92.12,1.96,164547,Critical
Pipeline,148.8,6.41,0.0,180203,Warning
Boiler,190.46,71.86,0.0,53315,Healthy
Generator,50.33,0.0,1.28,58879,Healthy
Valve,208.72,15.72,0.0,135625,Warning
Heat Exchanger,174.36,23.79,0.0,120724,Warning
Furnace,856.8,8.23,0.0,192085,Critical
Turbine,328.0,50.69,3.18,108322,Warning
Furnace,407.28,7.98,0.0,142104,Warning
Turbine,216.66,61.68,1.01,62726,Healthy
Pipeline,133.29,45.94,0.0,42037,Healthy
Distillation Column,241.74,2.05,0.0,72859,Healthy
Generator,84.15,0.0,1.95,112231,Warning
Reactor,317.42,34.27,0.0,26696,Healthy
Furnace,875.95,8.28,0.0,208082,Critical
Distillation Column,142.4,5.81,0.0,51152,Healthy
Generator,71.77,0.0,1.42,34884,Healthy
Heat Exchanger,119.5,23.96,0.0,98945,Warning
Pipeline,166.61,59.2,0.0,254633,Critical
Pump,123.14,25.21,4.86,200085,Failure
Storage Tank,74.07,0.74,0.0,183852,Warning
Storage Tank,66.75,0.19,0.0,28041,Healthy
Instrumentation,82.51,17.3,0.0,35709,Healthy
Boiler,220.86,42.7,0.0,43772,Healthy
Boiler,240.98,94.38,0.0,152615,Warning
Reactor,488.45,78.17,0.0,261372,Failure
Storage Tank,27.63,1.25,0.0,63825,Healthy
Pump,114.77,21.6,0.89,149123,Critical
Compressor,89.83,19.76,2.07,19964,Healthy
Boiler,152.04,21.26,0.0,52050,Healthy
Turbine,194.67,58.79,0.99,26692,Healthy
Heat Exchanger,160.2,18.4,0.0,23358,Healthy
Furnace,874.97,8.27,0.0,173629,Critical
Turbine,319.4,69.74,2.03,78481,Healthy
Motor,54.9,0.0,1.66,49660,Healthy
Heat Exchanger,81.3,10.18,0.0,70771,Healthy
Furnace,673.22,5.93,0.0,63594,Healthy
Distillation Column,229.31,3.48,0.0,45640,Healthy
Cooling System,15.07,2.33,1.18,68540,Healthy
Heat Exchanger,89.89,23.93,0.0,102081,Warning
Compressor,90.87,24.79,2.57,40299,Healthy
Cooling System,39.83,6.7,0.7,49141,Healthy
Generator,41.56,0.0,0.78,49180,Healthy
Pipeline,109.14,42.46,0.0,67858,Healthy
Pipeline,164.56,19.18,0.0,198316,Warning
Reactor,334.57,54.88,0.0,85882,Healthy
Reactor,212.41,67.64,0.0,118571,Warning
Cooling System,61.42,10.8,2.1,197179,Failure
Pump,47.38,9.61,2.08,27974,Healthy
Furnace,485.03,5.31,0.0,44372,Healthy
Distillation Column,333.63,7.23,0.0,193661,Critical
Distillation Column,218.84,3.3,0.0,68843,Healthy
Boiler,313.53,51.06,0.0,149232,Warning
Compressor,89.16,35.08,3.86,66623,Warning
Reactor,347.31,30.67,0.0,95825,Healthy
Generator,118.39,0.0,2.67,226259,Failure
Pump,71.04,14.95,3.34,87498,Warning
Boiler,245.73,73.91,0.0,89910,Healthy
Instrumentation,69.7,25.32,0.0,23980,Healthy
Pump,78.97,10.84,2.55,55660,Healthy
Pump,44.44,16.01,2.7,24919,Healthy
Heat Exchanger,144.33,23.36,0.0,118016,Warning
Instrumentation,72.01,6.31,0.0,38740,Healthy
Heat Exchanger,89.49,13.15,0.0,70205,Healthy
Generator,105.75,0.0,2.26,177857,Critical
Compressor,152.21,24.03,2.36,80384,Warning
Furnace,364.7,1.78,0.0,49315,Healthy
Heat Exchanger,220.3,26.88,0.0,187214,Critical
Heat Exchanger,142.62,9.58,0.0,60592,Healthy
Generator,60.31,0.0,0.55,33197,Healthy
Distillation Column,322.06,7.43,0.0,179491,Critical
Furnace,385.47,1.18,0.0,29044,Healthy
Furnace,931.97,10.88,0.0,248458,Failure
Valve,232.62,45.99,0.0,170516,Critical
Heat Exchanger,131.14,10.3,0.0,72547,Healthy
Pipeline,169.15,58.44,0.0,260727,Critical
Motor,78.62,0.0,1.12,79964,Warning
Turbine,389.77,40.91,2.29,138708,Warning
Generator,46.52,0.0,1.4,20514,Healthy
Pump,76.77,11.81,3.29,111233,Warning
Heat Exchanger,180.24,3.39,0.0,50716,Healthy
Heat Exchanger,87.17,5.37,0.0,25415,Healthy
Motor,52.53,0.0,0.92,17431,Healthy
Heat Exchanger,200.44,14.71,0.0,98599,Warning
Furnace,655.76,7.51,0.0,137793,Warning
Boiler,184.91,76.25,0.0,93696,Healthy
Pipeline,93.91,45.43,0.0,21229,Healthy
Furnace,393.48,4.01,0.0,14157,Healthy
Instrumentation,116.2,39.19,0.0,93275,Critical
Storage Tank,76.82,1.3,0.0,163809,Warning
Instrumentation,23.77,13.98,0.0,39639,Healthy
Furnace,874.32,9.76,0.0,194201,Critical
Heat Exchanger,174.79,5.41,0.0,55369,Healthy
Turbine,341.42,95.7,3.81,179582,Critical
Valve,91.3,15.06,0.0,47677,Healthy
Turbine,288.33,37.83,1.46,72814,Healthy
Pipeline,153.31,22.51,0.0,190205,Warning
Pump,55.88,19.16,1.35,98096,Warning
Cooling System,33.34,3.22,1.33,57153,Healthy
Boiler,352.86,123.54,0.0,259446,Failure
Motor,40.78,0.0,2.44,78165,Warning
Distillation Column,214.95,6.75,0.0,127690,Warning
Pump,124.48,24.03,4.53,165895,Failure
Reactor,280.46,38.89,0.0,39551,Healthy
Furnace,877.94,8.52,0.0,235256,Critical
Storage Tank,25.89,3.23,0.0,126262,Healthy
Boiler,163.06,61.68,0.0,77215,Healthy
Motor,67.74,0.0,1.43,12680,Healthy
Reactor,341.98,30.27,0.0,18086,Healthy
Distillation Column,339.69,7.37,0.0,192377,Critical
Boiler,336.99,109.14,0.0,225903,Critical
Instrumentation,116.52,39.16,0.0,87489,Critical
Cooling System,37.73,2.52,1.1,50760,Healthy
Turbine,267.86,30.86,1.05,11635,Healthy
Reactor,441.39,72.48,0.0,180677,Critical
Motor,38.01,0.0,1.24,12826,Healthy
Pipeline,37.7,42.47,0.0,39580,Healthy
Furnace,865.35,8.34,0.0,181419,Critical
Motor,36.52,0.0,1.21,28702,Healthy
Generator,78.23,0.0,0.82,39953,Healthy
Pump,41.61,11.02,1.14,67987,Healthy
Valve,241.11,49.84,0.0,196550,Critical
Turbine,204.9,55.75,2.3,66561,Healthy
Turbine,212.37,51.86,0.68,33924,Healthy
Heat Exchanger,96.12,19.72,0.0,60590,Healthy
Instrumentation,7.27,32.16,0.0,45354,Warning
Distillation Column,149.33,4.72,0.0,13933,Healthy
Compressor,59.51,35.3,2.21,41308,Healthy
Instrumentation,84.98,12.0,0.0,31233,Healthy
Motor,61.01,0.0,0.76,44189,Healthy
Valve,105.61,29.16,0.0,22692,Healthy
Valve,139.69,19.24,0.0,79472,Healthy
Motor,45.43,0.0,2.02,31184,Healthy
Compressor,183.3,62.93,5.11,163779,Failure
Instrumentation,77.31,26.14,0.0,41394,Healthy
Pipeline,176.84,57.59,0.0,245718,Critical
Pipeline,96.22,52.2,0.0,167796,Warning
Pipeline,82.1,12.29,0.0,78520,Healthy
Compressor,134.14,22.99,1.55,20134,Healthy
Storage Tank,23.62,0.08,0.0,138470,Healthy
Motor,68.52,0.0,0.62,9186,Healthy
Boiler,188.89,80.39,0.0,54052,Healthy
Turbine,311.51,48.0,1.24,67134,Healthy
Turbine,319.59,20.76,1.55,25058,Healthy
Valve,42.5,44.22,0.0,135301,Warning
Motor,41.58,0.0,1.49,20133,Healthy
Generator,70.04,0.0,1.21,70002,Healthy
Pipeline,155.97,45.02,0.0,124694,Warning
Turbine,342.67,40.79,3.41,138720,Warning
Boiler,235.51,72.0,0.0,18752,Healthy
Pump,106.63,5.89,3.77,132837,Critical
Generator,68.4,0.0,1.09,15857,Healthy
Storage Tank,81.57,4.89,0.0,301081,Critical
Reactor,281.32,34.81,0.0,53968,Healthy
Instrumentation,58.82,25.21,0.0,9611,Healthy
Turbine,189.44,86.92,2.82,93820,Warning
Compressor,122.86,38.75,1.96,40584,Healthy
Heat Exchanger,154.46,16.08,0.0,21890,Healthy
Turbine,178.22,59.45,1.02,66922,Healthy
Generator,37.05,0.0,1.81,133818,Warning
Furnace,418.22,1.51,0.0,56520,Healthy
Instrumentation,90.71,18.68,0.0,29952,Healthy
Instrumentation,67.1,3.84,0.0,6070,Healthy
Instrumentation,101.15,18.91,0.0,45040,Warning
Compressor,97.01,28.1,3.79,78048,Warning
Compressor,75.23,16.73,2.99,62471,Healthy
Instrumentation,81.13,29.3,0.0,16524,Healthy
Storage Tank,87.78,4.29,0.0,239535,Critical
Distillation Column,140.38,1.98,0.0,75001,Healthy
Furnace,487.92,5.63,0.0,103844,Healthy
Heat Exchanger,183.33,23.58,0.0,116617,Warning
Reactor,489.4,81.8,0.0,296360,Failure
Instrumentation,69.89,27.3,0.0,35422,Healthy
Instrumentation,114.43,39.3,0.0,86432,Critical
Turbine,289.42,61.46,1.25,71854,Healthy
Reactor,404.71,46.15,0.0,141364,Warning
Valve,74.35,29.0,0.0,63368,Healthy
Reactor,300.96,43.62,0.0,94284,Healthy
Boiler,161.45,22.1,0.0,99974,Healthy
Heat Exchanger,123.86,16.07,0.0,75336,Healthy
Motor,46.81,0.0,1.09,41682,Healthy
Distillation Column,288.66,3.31,0.0,163222,Warning
Motor,102.39,0.0,3.05,122288,Failure
Boiler,207.43,45.17,0.0,83081,Healthy
Pump,78.27,12.36,1.75,43935,Healthy
Compressor,68.86,24.85,2.32,42325,Healthy
Turbine,242.11,65.1,1.21,36278,Healthy
Pump,79.44,13.29,2.57,47449,Healthy
Valve,244.83,48.95,0.0,147774,Critical
Pump,76.8,19.95,2.16,73998,Warning
Motor,36.79,0.0,0.94,48419,Healthy
Heat Exchanger,242.17,27.56,0.0,196933,Critical
Pipeline,85.2,38.39,0.0,64686,Healthy
Distillation Column,224.18,4.78,0.0,96979,Healthy
Heat Exchanger,103.56,12.77,0.0,49340,Healthy
Generator,84.67,0.0,1.16,14263,Healthy
Reactor,293.09,64.02,0.0,136125,Warning
Turbine,424.8,95.63,1.44,189043,Critical
Valve,131.75,26.11,0.0,49966,Healthy
Furnace,674.14,6.68,0.0,73995,Healthy
Boiler,180.38,55.74,0.0,21529,Healthy
Boiler,205.78,27.32,0.0,29387,Healthy
Reactor,250.99,26.99,0.0,20220,Healthy
Reactor,266.36,26.09,0.0,98079,Healthy
Generator,108.68,0.0,2.73,205753,Failure
Instrumentation,57.06,18.95,0.0,10002,Healthy
Distillation Column,161.08,4.24,0.0,71462,Healthy
Pipeline,135.89,10.4,0.0,119303,Healthy
Pump,40.2,10.76,0.76,30669,Healthy
Compressor,132.31,22.0,2.43,45191,Healthy
Distillation Column,164.94,5.16,0.0,84623,Healthy
Motor,66.83,0.0,1.3,9989,Healthy
Instrumentation,47.43,33.62,0.0,54479,Warning
Pipeline,94.21,25.03,0.0,74495,Healthy
Furnace,887.72,9.4,0.0,233234,Critical
Turbine,295.2,48.29,1.71,56789,Healthy
Distillation Column,142.93,5.74,0.0,35190,Healthy
Distillation Column,298.6,1.63,0.0,143657,Warning
Furnace,490.38,7.97,0.0,161377,Warning
Distillation Column,130.17,1.99,0.0,74669,Healthy
Compressor,92.3,20.99,3.62,87311,Warning
Valve,158.77,38.25,0.0,16489,Healthy
Furnace,695.37,6.7,0.0,98264,Healthy
Pipeline,74.15,22.75,0.0,26687,Healthy
Pipeline,187.52,64.56,0.0,307370,Failure
Cooling System,39.6,6.37,0.63,63164,Healthy
Valve,184.6,42.66,0.0,135602,Warning
Cooling System,27.45,7.28,1.52,80340,Warning
Instrumentation,58.52,8.54,0.0,18824,Healthy
Turbine,327.57,54.03,1.82,70377,Healthy
Compressor,113.02,31.12,1.44,61218,Healthy
Instrumentation,114.93,38.6,0.0,76943,Critical
Generator,50.0,0.0,1.58,62038,Healthy
Instrumentation,103.55,13.44,0.0,58279,Warning
Generator,84.74,0.0,1.0,14621,Healthy
Compressor,115.56,26.17,1.44,57565,Healthy
Furnace,363.47,4.85,0.0,52434,Healthy
Pipeline,20.27,54.17,0.0,176265,Warning
Reactor,378.26,42.98,0.0,124599,Warning
Distillation Column,129.36,2.46,0.0,34075,Healthy
Distillation Column,238.7,6.91,0.0,108090,Warning
Boiler,225.61,55.69,0.0,70463,Healthy
Reactor,236.32,54.28,0.0,102687,Healthy
Storage Tank,28.99,1.19,0.0,109307,Healthy
Pipeline,56.31,36.74,0.0,18878,Healthy
Cooling System,65.66,10.97,2.17,174019,Failure
Turbine,475.76,104.78,4.37,199437,Failure
Cooling System,26.36,2.35,1.75,83719,Warning
Storage Tank,23.71,3.94,0.0,144595,Warning
Valve,139.59,26.23,0.0,17253,Healthy
Heat Exchanger,111.88,15.57,0.0,64222,Healthy
Turbine,208.29,21.56,3.45,91416,Warning
Distillation Column,344.68,7.08,0.0,219010,Critical
Heat Exchanger,88.17,8.42,0.0,82820,Healthy
Instrumentation,88.89,21.25,0.0,9588,Healthy
Motor,79.15,0.0,1.94,80163,Warning
Reactor,354.52,41.89,0.0,72906,Healthy
Heat Exchanger,125.49,5.94,0.0,16972,Healthy
Generator,107.15,0.0,2.21,155886,Critical
Compressor,119.78,16.52,2.95,56539,Healthy
Compressor,130.35,35.88,2.71,29366,Healthy
Reactor,463.57,83.4,0.0,274330,Failure
Compressor,64.06,19.61,1.84,10585,Healthy
Turbine,329.18,25.46,2.23,19292,Healthy
Boiler,159.44,54.17,0.0,82839,Healthy
Heat Exchanger,134.02,7.65,0.0,43606,Healthy
Valve,214.54,26.3,0.0,94559,Warning
Reactor,308.97,23.7,0.0,24331,Healthy
Reactor,192.34,51.53,0.0,69948,Healthy
Boiler,164.32,46.44,0.0,101756,Healthy
Boiler,187.13,37.21,0.0,57189,Healthy
Boiler,259.87,80.76,0.0,51983,Healthy
Heat Exchanger,268.04,30.91,0.0,206852,Failure
Boiler,268.76,28.72,0.0,75228,Healthy
Cooling System,44.73,5.93,0.98,59561,Healthy
Compressor,63.9,22.2,1.46,28402,Healthy
Reactor,202.5,29.6,0.0,42432,Healthy
Compressor,89.13,23.25,2.93,24022,Healthy
Storage Tank,40.18,2.02,0.0,31840,Healthy
Turbine,246.36,37.37,2.95,32758,Healthy
Pipeline,168.48,55.77,0.0,241316,Critical
Turbine,355.32,67.74,3.29,136863,Warning
Turbine,219.77,30.48,1.85,74865,Healthy
Turbine,201.9,55.42,1.7,19582,Healthy
Cooling System,39.15,3.72,0.68,55054,Healthy
Storage Tank,74.58,0.97,0.0,226804,Warning
Pipeline,60.31,6.42,0.0,84864,Healthy
Motor,93.17,0.0,2.71,97659,Critical
Boiler,244.87,29.18,0.0,18437,Healthy
Generator,38.17,0.0,0.58,85039,Healthy
Turbine,159.88,23.84,1.99,32249,Healthy
Generator,60.29,0.0,1.64,47876,Healthy
Distillation Column,182.46,5.57,0.0,87162,Healthy
Boiler,177.47,23.0,0.0,21369,Healthy
Motor,44.78,0.0,1.83,31731,Healthy
Boiler,262.37,60.7,0.0,42019,Healthy
Compressor,190.34,60.24,5.15,180981,Failure
Motor,44.59,0.0,0.57,15019,Healthy
Furnace,460.66,5.13,0.0,99300,Healthy
Valve,108.39,23.65,0.0,19473,Healthy
Reactor,277.71,46.99,0.0,50951,Healthy
Motor,58.26,0.0,2.44,82786,Warning
Pump,43.08,9.26,2.24,63944,Healthy
Motor,56.03,0.0,2.26,65846,Warning
Distillation Column,303.05,3.56,0.0,156107,Warning
Reactor,411.16,32.05,0.0,119128,Warning
Boiler,154.11,91.59,0.0,123097,Warning
Instrumentation,55.82,7.39,0.0,40811,Healthy
Distillation Column,303.52,3.27,0.0,133311,Warning
Distillation Column,179.68,1.79,0.0,59284,Healthy
Instrumentation,69.47,23.93,0.0,41000,Healthy
Reactor,301.47,54.35,0.0,64615,Healthy
Distillation Column,327.15,7.61,0.0,223511,Critical
Generator,41.19,0.0,1.26,77714,Healthy
Boiler,184.37,26.9,0.0,91400,Healthy
Valve,120.35,8.03,0.0,33939,Healthy
Distillation Column,300.38,1.09,0.0,141995,Warning
Heat Exchanger,184.53,3.78,0.0,30324,Healthy
Cooling System,40.64,6.24,1.0,15670,Healthy
Pipeline,40.96,23.37,0.0,25310,Healthy
Heat Exchanger,218.11,3.76,0.0,109359,Warning
Storage Tank,32.98,1.52,0.0,80607,Healthy
Generator,62.77,0.0,1.43,59950,Healthy
Distillation Column,251.24,3.26,0.0,88473,Healthy
Heat Exchanger,242.28,25.25,0.0,191840,Critical
Reactor,384.81,51.83,0.0,157126,Warning
Pump,62.78,19.18,0.83,84894,Warning
Pipeline,182.47,62.93,0.0,348590,Failure
Distillation Column,290.18,3.9,0.0,125180,Warning
Generator,49.67,0.0,1.43,38943,Healthy
Valve,26.2,23.95,0.0,42751,Healthy
Pump,72.63,16.4,1.82,40912,Healthy
